match_id,match_won_by,toss_winner,toss_decision,venue,team1,team2
1359502,Delhi Capitals,Delhi Capitals,field,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,Delhi Capitals
1359503,Chennai Super Kings,Chennai Super Kings,field,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,Chennai Super Kings
1359504,Gujarat Titans,Gujarat Titans,bat,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,Lucknow Super Giants
1359505,Punjab Kings,Mumbai Indians,field,"Wankhede Stadium, Mumbai",Punjab Kings,Mumbai Indians
1359506,Royal Challengers Bangalore,Rajasthan Royals,field,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Rajasthan Royals
1359507,Chennai Super Kings,Kolkata Knight Riders,field,"Eden Gardens, Kolkata",Chennai Super Kings,Kolkata Knight Riders
1359508,Delhi Capitals,Delhi Capitals,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,Sunrisers Hyderabad
1359509,Gujarat Titans,Mumbai Indians,field,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Mumbai Indians
1359510,Kolkata Knight Riders,Royal Challengers Bangalore,field,"M Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,Royal Challengers Bangalore
1359511,Rajasthan Royals,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Chennai Super Kings
1359512,Lucknow Super Giants,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Lucknow Super Giants,Punjab Kings
1359513,Gujarat Titans,Gujarat Titans,field,"Eden Gardens, Kolkata",Kolkata Knight Riders,Gujarat Titans
1359514,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,Delhi Capitals
1359515,Punjab Kings,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Punjab Kings
1359516,Mumbai Indians,Rajasthan Royals,bat,"Wankhede Stadium, Mumbai",Rajasthan Royals,Mumbai Indians
1359517,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Royal Challengers Bangalore,Lucknow Super Giants
1359518,Delhi Capitals,Delhi Capitals,bat,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,Gujarat Titans
1359519,Unknown,Chennai Super Kings,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Unknown
1359520,Mumbai Indians,Mumbai Indians,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Mumbai Indians
1359521,Kolkata Knight Riders,Kolkata Knight Riders,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kolkata Knight Riders,Sunrisers Hyderabad
1359522,Gujarat Titans,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Gujarat Titans
1359523,Chennai Super Kings,Chennai Super Kings,field,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,Chennai Super Kings
1359524,Delhi Capitals,Royal Challengers Bangalore,bat,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,Delhi Capitals
1359525,Gujarat Titans,Lucknow Super Giants,field,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Lucknow Super Giants
1359526,Sunrisers Hyderabad,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Sunrisers Hyderabad
1359527,Kolkata Knight Riders,Punjab Kings,bat,"Eden Gardens, Kolkata",Punjab Kings,Kolkata Knight Riders
1359528,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Mumbai Indians
1359529,Chennai Super Kings,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Delhi Capitals
1359530,Rajasthan Royals,Rajasthan Royals,field,"Eden Gardens, Kolkata",Kolkata Knight Riders,Rajasthan Royals
1359531,Mumbai Indians,Gujarat Titans,field,"Wankhede Stadium, Mumbai",Mumbai Indians,Gujarat Titans
1359532,Lucknow Super Giants,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Lucknow Super Giants
1359533,Punjab Kings,Delhi Capitals,field,"Arun Jaitley Stadium, Delhi",Punjab Kings,Delhi Capitals
1359534,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bangalore,Rajasthan Royals
1359535,Kolkata Knight Riders,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Kolkata Knight Riders
1359536,Gujarat Titans,Sunrisers Hyderabad,field,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Sunrisers Hyderabad
1359537,Lucknow Super Giants,Mumbai Indians,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Mumbai Indians
1359538,Delhi Capitals,Punjab Kings,field,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Delhi Capitals,Punjab Kings
1359539,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Royal Challengers Bangalore
1359540,Rajasthan Royals,Rajasthan Royals,field,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,Rajasthan Royals
1359541,Chennai Super Kings,Chennai Super Kings,bat,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Delhi Capitals
1359542,Lucknow Super Giants,Kolkata Knight Riders,field,"Eden Gardens, Kolkata",Lucknow Super Giants,Kolkata Knight Riders
1359543,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians
1359544,Gujarat Titans,Gujarat Titans,field,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Gujarat Titans
1370350,Chennai Super Kings,Gujarat Titans,field,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Gujarat Titans
1370351,Mumbai Indians,Mumbai Indians,bat,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,Lucknow Super Giants
1370352,Gujarat Titans,Mumbai Indians,field,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Mumbai Indians
1370353,Chennai Super Kings,Chennai Super Kings,field,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings
1422119,Chennai Super Kings,Royal Challengers Bengaluru,bat,"MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bengaluru,Chennai Super Kings
1422120,Punjab Kings,Punjab Kings,field,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Delhi Capitals,Punjab Kings
1422121,Kolkata Knight Riders,Sunrisers Hyderabad,field,"Eden Gardens, Kolkata",Kolkata Knight Riders,Sunrisers Hyderabad
1422122,Rajasthan Royals,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Lucknow Super Giants
1422123,Gujarat Titans,Mumbai Indians,field,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Mumbai Indians
1422124,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,"M Chinnaswamy Stadium, Bengaluru",Punjab Kings,Royal Challengers Bengaluru
1422125,Chennai Super Kings,Gujarat Titans,field,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Gujarat Titans
1422126,Sunrisers Hyderabad,Mumbai Indians,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Mumbai Indians
1422127,Rajasthan Royals,Delhi Capitals,field,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Delhi Capitals
1422128,Kolkata Knight Riders,Kolkata Knight Riders,field,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Kolkata Knight Riders
1422129,Lucknow Super Giants,Lucknow Super Giants,bat,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Punjab Kings
1422130,Gujarat Titans,Sunrisers Hyderabad,bat,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,Gujarat Titans
1422131,Delhi Capitals,Delhi Capitals,bat,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Delhi Capitals,Chennai Super Kings
1422132,Rajasthan Royals,Rajasthan Royals,field,"Wankhede Stadium, Mumbai",Mumbai Indians,Rajasthan Royals
1422133,Lucknow Super Giants,Royal Challengers Bengaluru,field,"M Chinnaswamy Stadium, Bengaluru",Lucknow Super Giants,Royal Challengers Bengaluru
1422134,Kolkata Knight Riders,Kolkata Knight Riders,bat,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Kolkata Knight Riders,Delhi Capitals
1422135,Punjab Kings,Punjab Kings,field,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Punjab Kings
1422136,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Chennai Super Kings,Sunrisers Hyderabad
1422137,Rajasthan Royals,Rajasthan Royals,field,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bengaluru,Rajasthan Royals
1422138,Mumbai Indians,Delhi Capitals,field,"Wankhede Stadium, Mumbai",Mumbai Indians,Delhi Capitals
1422139,Lucknow Super Giants,Lucknow Super Giants,bat,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Gujarat Titans
1426260,Chennai Super Kings,Chennai Super Kings,field,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,Chennai Super Kings
1426261,Sunrisers Hyderabad,Punjab Kings,field,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Sunrisers Hyderabad,Punjab Kings
1426262,Gujarat Titans,Gujarat Titans,field,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Gujarat Titans
1426263,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,Mumbai Indians
1426264,Delhi Capitals,Lucknow Super Giants,bat,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Delhi Capitals
1426265,Rajasthan Royals,Rajasthan Royals,field,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,Rajasthan Royals
1426266,Kolkata Knight Riders,Kolkata Knight Riders,field,"Eden Gardens, Kolkata",Lucknow Super Giants,Kolkata Knight Riders
1426267,Chennai Super Kings,Mumbai Indians,field,"Wankhede Stadium, Mumbai",Chennai Super Kings,Mumbai Indians
1426268,Sunrisers Hyderabad,Royal Challengers Bengaluru,field,"M Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,Royal Challengers Bengaluru
1426269,Rajasthan Royals,Rajasthan Royals,field,"Eden Gardens, Kolkata",Kolkata Knight Riders,Rajasthan Royals
1426270,Delhi Capitals,Delhi Capitals,field,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Delhi Capitals
1426271,Mumbai Indians,Punjab Kings,field,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mumbai Indians,Punjab Kings
1426272,Lucknow Super Giants,Lucknow Super Giants,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Chennai Super Kings,Lucknow Super Giants
1426273,Sunrisers Hyderabad,Delhi Capitals,field,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,Delhi Capitals
1426274,Kolkata Knight Riders,Royal Challengers Bengaluru,field,"Eden Gardens, Kolkata",Kolkata Knight Riders,Royal Challengers Bengaluru
1426275,Gujarat Titans,Punjab Kings,bat,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,Gujarat Titans
1426276,Rajasthan Royals,Mumbai Indians,bat,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Rajasthan Royals
1426277,Lucknow Super Giants,Lucknow Super Giants,field,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Lucknow Super Giants
1426278,Delhi Capitals,Gujarat Titans,field,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Gujarat Titans
1426279,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bengaluru,Sunrisers Hyderabad
1426280,Punjab Kings,Punjab Kings,field,"Eden Gardens, Kolkata",Kolkata Knight Riders,Punjab Kings
1426281,Delhi Capitals,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Mumbai Indians
1426282,Rajasthan Royals,Rajasthan Royals,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Rajasthan Royals
1426283,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Royal Challengers Bengaluru
1426284,Chennai Super Kings,Sunrisers Hyderabad,field,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Sunrisers Hyderabad
1426285,Kolkata Knight Riders,Delhi Capitals,bat,"Eden Gardens, Kolkata",Delhi Capitals,Kolkata Knight Riders
1426286,Lucknow Super Giants,Lucknow Super Giants,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,Lucknow Super Giants
1426287,Punjab Kings,Punjab Kings,field,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Punjab Kings
1426288,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Rajasthan Royals
1426289,Kolkata Knight Riders,Mumbai Indians,field,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
1426290,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru
1426291,Chennai Super Kings,Punjab Kings,field,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings
1426292,Kolkata Knight Riders,Lucknow Super Giants,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
1426293,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians
1426294,Delhi Capitals,Rajasthan Royals,field,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals
1426295,Sunrisers Hyderabad,Lucknow Super Giants,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Sunrisers Hyderabad
1426296,Royal Challengers Bengaluru,Punjab Kings,field,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings
1426297,Gujarat Titans,Chennai Super Kings,field,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings
1426298,Kolkata Knight Riders,Mumbai Indians,field,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians
1426299,Chennai Super Kings,Rajasthan Royals,bat,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings
1426300,Royal Challengers Bengaluru,Delhi Capitals,field,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
1426302,Delhi Capitals,Lucknow Super Giants,field,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants
1426303,Punjab Kings,Rajasthan Royals,bat,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings
1426305,Lucknow Super Giants,Mumbai Indians,field,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians
1426306,Royal Challengers Bengaluru,Chennai Super Kings,field,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings
1426307,Sunrisers Hyderabad,Punjab Kings,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,Sunrisers Hyderabad
1426309,Kolkata Knight Riders,Sunrisers Hyderabad,bat,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,Kolkata Knight Riders
1426310,Rajasthan Royals,Rajasthan Royals,field,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,Rajasthan Royals
1426311,Sunrisers Hyderabad,Rajasthan Royals,field,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,Rajasthan Royals
1426312,Kolkata Knight Riders,Sunrisers Hyderabad,bat,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,Kolkata Knight Riders
1473438,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,"Eden Gardens, Kolkata",Kolkata Knight Riders,Royal Challengers Bengaluru
1473439,Sunrisers Hyderabad,Rajasthan Royals,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Rajasthan Royals
1473440,Chennai Super Kings,Chennai Super Kings,field,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,Chennai Super Kings
1473441,Delhi Capitals,Delhi Capitals,field,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Lucknow Super Giants,Delhi Capitals
1473442,Punjab Kings,Gujarat Titans,field,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Gujarat Titans
1473443,Kolkata Knight Riders,Kolkata Knight Riders,field,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Kolkata Knight Riders
1473444,Lucknow Super Giants,Lucknow Super Giants,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Lucknow Super Giants
1473445,Royal Challengers Bengaluru,Chennai Super Kings,field,"MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bengaluru,Chennai Super Kings
1473446,Gujarat Titans,Mumbai Indians,field,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Mumbai Indians
1473447,Delhi Capitals,Sunrisers Hyderabad,bat,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Sunrisers Hyderabad,Delhi Capitals
1473448,Rajasthan Royals,Chennai Super Kings,field,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Chennai Super Kings
1473449,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
1473450,Punjab Kings,Punjab Kings,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Punjab Kings
1473451,Gujarat Titans,Gujarat Titans,field,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Gujarat Titans
1473452,Kolkata Knight Riders,Sunrisers Hyderabad,field,"Eden Gardens, Kolkata",Kolkata Knight Riders,Sunrisers Hyderabad
1473453,Lucknow Super Giants,Mumbai Indians,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Mumbai Indians
1473454,Delhi Capitals,Delhi Capitals,bat,"MA Chidambaram Stadium, Chepauk, Chennai",Delhi Capitals,Chennai Super Kings
1473455,Rajasthan Royals,Punjab Kings,field,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Rajasthan Royals,Punjab Kings
1473457,Gujarat Titans,Gujarat Titans,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Gujarat Titans
1473458,Royal Challengers Bengaluru,Mumbai Indians,field,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,Mumbai Indians
1473456,Lucknow Super Giants,Kolkata Knight Riders,field,"Eden Gardens, Kolkata",Lucknow Super Giants,Kolkata Knight Riders
1473459,Punjab Kings,Punjab Kings,bat,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,Chennai Super Kings
1473460,Gujarat Titans,Rajasthan Royals,field,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Rajasthan Royals
1473461,Delhi Capitals,Delhi Capitals,field,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
1473462,Kolkata Knight Riders,Kolkata Knight Riders,field,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Kolkata Knight Riders
1473463,Lucknow Super Giants,Lucknow Super Giants,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,Lucknow Super Giants
1473464,Sunrisers Hyderabad,Punjab Kings,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,Sunrisers Hyderabad
1473465,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Royal Challengers Bengaluru
1473466,Mumbai Indians,Delhi Capitals,field,"Arun Jaitley Stadium, Delhi",Mumbai Indians,Delhi Capitals
1473467,Chennai Super Kings,Chennai Super Kings,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Chennai Super Kings
1473468,Punjab Kings,Punjab Kings,bat,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,Kolkata Knight Riders
1473469,Unknown,Rajasthan Royals,field,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals
1473470,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians
1473471,Punjab Kings,Punjab Kings,field,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Punjab Kings
1473472,Gujarat Titans,Gujarat Titans,field,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,Gujarat Titans
1473473,Lucknow Super Giants,Lucknow Super Giants,bat,"Sawai Mansingh Stadium, Jaipur",Lucknow Super Giants,Rajasthan Royals
1473474,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,Royal Challengers Bengaluru
1473475,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",Chennai Super Kings,Mumbai Indians
1473476,Gujarat Titans,Kolkata Knight Riders,field,"Eden Gardens, Kolkata",Gujarat Titans,Kolkata Knight Riders
1473477,Delhi Capitals,Delhi Capitals,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Delhi Capitals
1473478,Mumbai Indians,Mumbai Indians,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Mumbai Indians
1473479,Royal Challengers Bengaluru,Rajasthan Royals,field,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Rajasthan Royals
1473480,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Sunrisers Hyderabad
1473481,Unknown,Punjab Kings,bat,"Eden Gardens, Kolkata",Punjab Kings,Kolkata Knight Riders
1473482,Mumbai Indians,Lucknow Super Giants,field,"Wankhede Stadium, Mumbai",Mumbai Indians,Lucknow Super Giants
1473483,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Royal Challengers Bengaluru
1473484,Rajasthan Royals,Rajasthan Royals,field,"Sawai Mansingh Stadium, Jaipur",Gujarat Titans,Rajasthan Royals
1473485,Kolkata Knight Riders,Delhi Capitals,field,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,Delhi Capitals
1473486,Punjab Kings,Punjab Kings,field,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Punjab Kings
1473487,Mumbai Indians,Rajasthan Royals,field,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Rajasthan Royals
1473488,Gujarat Titans,Sunrisers Hyderabad,field,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Sunrisers Hyderabad
1473489,Royal Challengers Bengaluru,Chennai Super Kings,field,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings
1473490,Kolkata Knight Riders,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata",Kolkata Knight Riders,Rajasthan Royals
1473491,Punjab Kings,Lucknow Super Giants,field,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,Lucknow Super Giants
1473492,Unknown,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,Unknown
1473493,Gujarat Titans,Gujarat Titans,field,"Wankhede Stadium, Mumbai",Mumbai Indians,Gujarat Titans
1473494,Chennai Super Kings,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata",Kolkata Knight Riders,Chennai Super Kings
1473495,Unknown,Punjab Kings,bat,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,Unknown
1473497,Punjab Kings,Punjab Kings,bat,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,Rajasthan Royals
1473498,Gujarat Titans,Gujarat Titans,field,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Gujarat Titans
1473499,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Sunrisers Hyderabad
1473500,Rajasthan Royals,Rajasthan Royals,field,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Rajasthan Royals
1473501,Mumbai Indians,Delhi Capitals,field,"Wankhede Stadium, Mumbai",Mumbai Indians,Delhi Capitals
1473502,Lucknow Super Giants,Gujarat Titans,field,"Narendra Modi Stadium, Ahmedabad",Lucknow Super Giants,Gujarat Titans
1473503,Sunrisers Hyderabad,Royal Challengers Bengaluru,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,Royal Challengers Bengaluru
1485779,Delhi Capitals,Delhi Capitals,field,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,Delhi Capitals
1473504,Chennai Super Kings,Chennai Super Kings,bat,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,Gujarat Titans
1473505,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,Kolkata Knight Riders
1473506,Punjab Kings,Punjab Kings,field,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Punjab Kings
1473507,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Royal Challengers Bengaluru
1473508,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,Royal Challengers Bengaluru
1473509,Mumbai Indians,Mumbai Indians,bat,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",Mumbai Indians,Gujarat Titans
1473510,Punjab Kings,Punjab Kings,field,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,Punjab Kings
1473511,Royal Challengers Bengaluru,Punjab Kings,field,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,Punjab Kings
