matchId,team1,team2,tossWinner,venue,team1_runs,team2_runs,winner,team1_win
904,South Africa,Australia,Australia,Melbourne Cricket Ground,101,102,Australia,0
908,Zimbabwe,Ireland,Zimbabwe,"Bready Cricket Club, Magheramason, Bready",124,119,Zimbabwe,1
909,Bangladesh,Australia,Australia,Newlands,123,124,Australia,0
910,Australia,South Africa,South Africa,New Wanderers Stadium,147,148,South Africa,0
911,Sri Lanka,New Zealand,New Zealand,Pallekele International Cricket Stadium,174,175,New Zealand,0
913,England,India,India,County Ground,198,201,India,0
914,Australia,India,Australia,"Brisbane Cricket Ground, Woolloongabba",158,169,India,0
915,India,Australia,India,Manuka Oval,161,150,India,1
917,Afghanistan,Ireland,Afghanistan,"Rajiv Gandhi International Cricket Stadium, Dehradun",278,194,Afghanistan,1
918,Bangladesh,Pakistan,Pakistan,Gaddafi Stadium,141,142,Pakistan,0
919,South Africa,Bangladesh,South Africa,Shere Bangla National Stadium,148,96,South Africa,1
920,England,Afghanistan,England,Feroz Shah Kotla,142,127,England,1
923,West Indies,India,West Indies,"Kensington Oval, Bridgetown",169,155,West Indies,1
927,New Zealand,Sri Lanka,Sri Lanka,Westpac Stadium,162,62,New Zealand,1
930,Bangladesh,Australia,Australia,M Chinnaswamy Stadium,156,157,Australia,0
931,Sri Lanka,Pakistan,Sri Lanka,Gaddafi Stadium,182,147,Sri Lanka,1
932,Australia,Pakistan,Australia,"Beausejour Stadium, Gros Islet",191,157,Australia,1
934,India,Ireland,India,"The Village, Malahide",208,132,India,1
937,South Africa,Sri Lanka,South Africa,SuperSport Park,126,107,South Africa,1
939,Netherlands,Zimbabwe,Zimbabwe,Sylhet Stadium,140,146,Zimbabwe,0
94,India,Sri Lanka,Sri Lanka,Maharashtra Cricket Association Stadium,101,105,Sri Lanka,0
940,New Zealand,India,India,Eden Park,203,204,India,0
941,Pakistan,Zimbabwe,Pakistan,Harare Sports Club,165,141,Pakistan,1
942,Sri Lanka,New Zealand,New Zealand,Eden Park,142,147,New Zealand,0
943,West Indies,England,England,Kennington Oval,169,173,England,0
944,Australia,Pakistan,Pakistan,New Wanderers Stadium,164,165,Pakistan,0
945,India,Pakistan,Pakistan,M Chinnaswamy Stadium,133,134,Pakistan,0
947,Sri Lanka,Pakistan,Sri Lanka,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",132,95,Sri Lanka,1
95,New Zealand,Bangladesh,New Zealand,Eden Gardens,145,70,New Zealand,1
950,Netherlands,Ireland,Netherlands,Hazelaarweg,144,140,Netherlands,1
952,Pakistan,Australia,Pakistan,Harare Sports Club,194,149,Pakistan,1
957,South Africa,Australia,Australia,R Premadasa Stadium,146,147,Australia,0
959,India,New Zealand,New Zealand,AMI Stadium,162,166,New Zealand,0
960,Ireland,Netherlands,Ireland,Dubai International Cricket Stadium,151,86,Ireland,1
966,South Africa,West Indies,South Africa,Kingsmead,195,126,South Africa,1
971,West Indies,New Zealand,West Indies,Central Broward Regional Park Stadium Turf Ground,177,116,West Indies,1
977,England,New Zealand,New Zealand,Zahur Ahmed Chowdhury Stadium,172,52,England,1
981,New Zealand,Pakistan,Pakistan,Sharjah Cricket Stadium,134,135,Pakistan,0
985,Pakistan,New Zealand,New Zealand,Seddon Park,168,171,New Zealand,0
987,Netherlands,Sri Lanka,Sri Lanka,Zahur Ahmed Chowdhury Stadium,39,40,Sri Lanka,0
989,Australia,Pakistan,Pakistan,Dubai International Cricket Stadium,108,109,Pakistan,0
99,Bangladesh,Sri Lanka,Bangladesh,Shere Bangla National Stadium,147,124,Bangladesh,1
991,India,England,England,Narendra Modi Stadium,156,158,England,0
992,Bangladesh,Sri Lanka,Sri Lanka,Sharjah Cricket Stadium,171,172,Sri Lanka,0
993,West Indies,England,England,"Warner Park, St Kitts",71,72,England,0
995,India,South Africa,South Africa,SuperSport Park,188,189,South Africa,0
998,Australia,South Africa,South Africa,New Wanderers Stadium,166,168,South Africa,0
